ID,Kernel Name,Host Name,Metric Name,Metric Value
0,OpenMP_4_Ranks_c_kernel,127.0.0.1,FLOPS,73268193993.68
0,OpenMP_4_Ranks_c_kernel,127.0.0.1,AI,16.71
0,OpenMP_4_Ranks_c_kernel,127.0.0.1,Ranks,4
0,OpenMP_4_Ranks_c_kernel,127.0.0.1,API,0
